,gender,meaning,name,origin
15086,m,"Means ""brightness, clearness, graciousness, offering"" in Sanskrit. This is a word referring to an offering of food made to a deity.",PRASAD,"[Indian, Telugu, Marathi, Hindi, Kannada, Malayalam, Tamil, Odia, Bengali, Nepali]"
15087,m,"Means ""conqueror of an expert army"" in Sanskrit.",PRASENJIT,[Bengali]
15088,f,Variant transcription of PRASKOVYA.,PRASKOVIYA,[Russian]
15089,m,"Means ""heat, splendour, glory"" in Sanskrit.",PRATAP,"[Indian, Hindi, Marathi]"
15090,f,"Means ""light, splendour, intelligence"" in Sanskrit.",PRATIBHA,"[Indian, Hindi, Marathi]"
15091,f,"Means ""image, likeness, reflection"" in Sanskrit.",PRATIMA,"[Indian, Hindi, Marathi]"
15092,f,Variant transcription of PRAVINA.,PRAVEENA,"[Tamil, Indian, Telugu, Malayalam, Kannada, Marathi]"
15093,f,Feminine form of PRAVIN.,PRAVINA,"[Indian, Marathi, Tamil]"
15094,m,"Derived from the Greek elements πραξις (praxis) ""action, exercise"" and τελος (telos) ""aim, goal"". This was the name of a 4th-century BC sculptor from Athens.",PRAXITELES,[Ancient Greek]
15095,f,"From the English word precious, ultimately derived from Latin pretiosus, a derivative of Latin pretium ""price, worth"".",PRECIOUS,[English (Modern)]
15096,m,"Means ""intelligence, wisdom"" in Thai.",PREECHA,[Thai]
15097,f,Variant transcription of PRITI.,PREETI,"[Indian, Hindi, Marathi, Gujarati]"
15098,f,Feminine form of PREM.,PREMA,"[Tamil, Indian, Kannada, Marathi, Hindi]"
15099,m,Possible medieval Slavic form of PRZEMYSŁAW.,PREMISLAV,[Medieval Slavic (Hypothetical)]
15100,m,Possible medieval Slavic form of PŘEMYSL.,PREMYSL,[Medieval Slavic (Hypothetical)]
15101,m,"From an English surname which was originally derived from a place name meaning ""priest town"" (Old English preost and tun).",PRESTON,[English]
15102,m,Greek form of PRIAM.,PRIAMOS,[Greek Mythology]
15103,m,Old Danish form of PREBEN.,PRIDBJØRN,[Old Danish]
15104,m,Georgian form of FEREYDOUN.,PRIDON,[Georgian]
15105,m,Estonian form of FREDERICK.,PRIIDIK,[Estonian]
15106,f,Finnish form of BRITA.,PRIITA,[Finnish]
15107,m,Spanish form of PRIMITIVUS.,PRIMITIVO,[Spanish]
15108,m,"Italian form of the Late Latin name Primus, which meant ""first"". This was the name of three early saints, each of whom were martyred.",PRIMO,[Italian]
15109,f,"From the English word for the flower, ultimately deriving from Latin prima rosa ""first rose"".",PRIMROSE,[English (Rare)]
15110,m,Latin form of PRIMO.,PRIMUS,[Late Roman]
15111,f,Feminine equivalent of PRINCE.,PRINCESS,[English (Modern)]
15112,f,"Feminine form of Priscus, a Roman family name which meant ""ancient"" in Latin. This name appears in the epistles in the New Testament, referring to Priscilla the wife of Aquila.",PRISCA,"[Biblical, Dutch, Ancient Roman, Biblical Latin]"
15113,f," Latin, BiblicalRoman name, a diminutive of PRISCA. In Acts in the New Testament Paul lived with Priscilla (also known as Prisca) and her husband Aquila in Corinth for a while. It has been used as an English given name since the Protestant Reformation, being popular with the Puritans. Henry Wadsworth Longfellow used it in his poem 'The Courtship of Miles Standish' (1858).",PRISCILLA,"[English, Italian, French, Ancient Roman, Biblical Latin, Biblical]"
15114,m,Masculine form of PRISCA.,PRISCUS,[Ancient Roman]
15115,f,Form of PRISCILLA used in the Greek New Testament.,PRISKILLA,[Biblical Greek]
15116,f,"Means ""the palm of the hand"" in Sanskrit. This is another name of the legendary Hindu figure Kunti.",PRITHA,"[Hinduism, Bengali]"
15117,f,"Means ""beloved"" in Sanskrit. In Hindu legend this is the name of a daughter of King Daksha.",PRIYA,"[Hinduism, Indian, Hindi, Marathi, Tamil, Telugu, Malayalam, Kannada, Bengali]"
15118,m,Greek form of PROCHORUS.,PROCHOROS,"[Ancient Greek, Biblical Greek]"
15119,m,Irish form of FRANCIS.,PROINSIAS,[Irish]
15120,m,"Derived from Greek προκοπη (prokope) ""progress, advance"". Saint Prokopios was an early Christian martyr who was beheaded in Palestine during the persecutions of the Roman emperor Diocletian.",PROKOPIOS,[Ancient Greek]
15121,m,Russian form of PROKOPIOS.,PROKOPIY,[Russian]
15122,m,"Derived from Greek προμηθεια (prometheia) meaning ""foresight, forethought"". In Greek myth he was the Titan who gave the knowledge of fire to mankind. For doing this he was punished by Zeus, who had him chained to a rock and caused an eagle to feast daily on his liver, which regenerated itself each night. Herakles eventually freed him.",PROMETHEUS,[Greek Mythology]
15123,f,"Means ""to emerge"" in Latin. She was the Roman equivalent of the Greek goddess Persephone.",PROSERPINA,[Roman Mythology]
15124,m,"From the Latin name Prosperus, which meant ""fortunate, successful"". This was the name of a 5th-century saint, a supporter of Saint Augustine. It has never been common as an English name, though the Puritans used it, partly because it is identical to the English word prosper.",PROSPER,"[French, English]"
15125,m,Italian form of PROSPER. This was the name of the shipwrecked magician in 'The Tempest' (1611) by Shakespeare.,PROSPERO,[Italian]
15126,m,"Derived from Greek πρωτος (protos) meaning ""first"". In Greek mythology this was the name of a prophetic god of the sea.",PROTEUS,[Greek Mythology]
15127,m&f,"Medieval English form of Prudentia, the feminine form of PRUDENTIUS. In France it is both the feminine form and a rare masculine form. In England it was used during the Middle Ages and was revived in the 17th century by the Puritans, in part from the English word prudence, ultimately of the same source.",PRUDENCE,"[English, French]"
15128,m,Spanish form of PRUDENTIUS.,PRUDENCIO,[Spanish]
15129,m,"Late Latin name derived from prudens ""prudence, good judgement"". This was the name of a 9th-century bishop of Troyes. He is considered a local saint there.",PRUDENTIUS,[Late Roman]
15130,f,Short form of PRUDENCE.,PRUE,[English]
15131,f,"From the English word for the type of flower, also called self-heal, ultimately a derivative of the Latin word pruna ""plum"".",PRUNELLA,[English (Rare)]
15132,m,"Means ""care"" in Welsh. According to Welsh legend this was the name of the son of Pwyll and Rhiannon. A central character in the Mabinogion, he succeeds his father as king of Dyfed, but is ultimately killed in single combat with Gwydion.",PRYDERI,"[Welsh, Welsh Mythology]"
15133,m,Diminutive of PRZEMYSŁAW.,PRZEMKO,[Polish]
15134,m,Polish form of PŘEMYSL. This was the name of a 13th-century king of Poland.,PRZEMYSŁ,[Polish (Rare)]
15135,f,"Means ""the soul"", derived from Greek ψυχω (psycho) ""to breathe"". The Greeks thought that the breath was the soul. In Greek mythology Psyche was a beautiful maiden who was beloved by Eros (or Cupid in Roman mythology). She is the subject of Keats's poem 'Ode to Psyche' (1819).",PSYCHE,[Greek Mythology]
15136,m,Greek form of PTOLEMY.,PTOLEMAIOS,[Ancient Greek]
15137,m,"From the Greek name Πτολεμαιος (Ptolemaios), derived from Greek πολεμηιος (polemeios) meaning ""aggressive, warlike"". Ptolemy was the name of several Greco-Egyptian rulers of Egypt, all descendants of Ptolemy I, one of the generals of Alexander the Great. This was also the name of a Greek astronomer.",PTOLEMY,[History]
15138,f,"Means ""heavenly flower"" or ""royal offsring"" from Hawaiian pua ""flower, offsring"" and lani ""heaven, sky, royal, majesty"".",PUALANI,[Hawaiian]
15139,m,"Roman praenomen, or given name, meaning ""public"" in Latin. This was among the more common of the Roman praenomina, being borne by (among others) the emperor Hadrian and the poet Virgil.",PUBLIUS,[Ancient Roman]
15140,f,"Means ""honour, worship"" in Sanskrit. This is the name of a Hindu ritual of reverence.",PUJA,"[Indian, Hindi, Marathi, Gujarati, Bengali, Punjabi, Telugu, Malayalam, Tamil, Kannada, Nepali]"
15141,m,"Means ""cleaned, purified"" in Sanskrit.",PUNIT,"[Indian, Hindi, Marathi]"
15142,m&f,"From an English surname which was derived from the Norman French expression pur die ""by God"". It was perhaps originally a nickname for a person who used the oath frequently.",PURDIE,[English (Rare)]
15143,f,"Means ""full moon"" in Sanskrit.",PURNIMA,"[Indian, Hindi, Marathi, Bengali, Tamil, Kannada]"
15144,m,"Means ""the best man"" from Sanskrit पुरुष (purusha) meaning ""man"" and उत्तम (uttama) meaning ""highest"". This is another name of either of the Hindu gods Vishnu or Krishna.",PURUSHOTTAMA,[Hinduism]
15145,m,"Means ""son, prince"" in Malay, ultimately from Sanskrit पुत्र (putra).",PUTERA,[Malay]
15146,m,"Means ""son"" in Indonesian, ultimately from Sanskrit पुत्र (putra).",PUTRA,[Indonesian]
15147,m&f,"Means ""grandchild"" in Balinese. Traditionally, this name is given to the first-born child.",PUTU,"[Indonesian, Balinese]"
15148,m,Ukrainian form of PHILIP.,PYLYP,[Ukrainian]
15149,m,Russian form of PETER. A famous bearer was the Russian composer Pyotr Ilyich Tchaikovsky (1840-1893).,PYOTR,[Russian]
15150,m,Greek form of PHOCAS.,PHOKAS,[Ancient Greek]
15151,f,"Derived from Greek φως (phos) meaning ""light"" (genitive φωτος (photos)). This is the name traditionally given to the Samaritan woman Jesus met at the well (see John 4:7). She is venerated as a saint by the Eastern Church.",PHOTINE,[Ancient Greek]
15152,m,Greek form of PHRIXUS.,PHRIXOS,[Greek Mythology]
15153,m&f,"From Sino-Vietnamese 福 (phúc) meaning ""happiness, good fortune, blessing"".",PHÚC,[Vietnamese]
15154,m&f,Bhutanese form of PHUNTSOK.,PHUNTSO,[Bhutanese]
15155,f,"From Sino-Vietnamese 方 (phương) meaning ""direction, way"".",PHƯƠNG,[Vietnamese]
15156,f,Variant of PHYLLIS.,PHYLISS,[English]
15157,f,"Means ""foliage"" in Greek. In Greek mythology this was the name of a woman who killed herself out of love for Demophon and was subsequently transformed into an almond tree. It began to be used as a given name in England in the 16th century, though it was often confused with Felicia.",PHYLLIS,"[Greek Mythology, English, German]"
15158,f,Feminine form of PIUS.,PIA,"[Italian, Swedish, Norwegian, Danish, German, Slovene, Late Roman]"
15159,m&f,"Means ""diamond"" in Khmer.",PICH,[Khmer]
15160,m,"Italian and Dutch variant form of PETER. In Italian, this form is often used in combination with another name.",PIER,"[Italian, Dutch]"
15161,m,From a surname which was derived from the given name PIERS.,PIERCE,[English]
15162,m,Diminutive of PIERO.,PIERINO,[Italian]
15163,m,"French form of PETER. This name was borne by Pierre-Auguste Renoir (1841-1919), a French impressionist painter, and by Pierre Curie (1859-1906), a physicist who discovered radioactivity with his wife Marie.",PIERRE,"[French, Swedish]"
15164,m,Breton diminutive of PIERRE.,PIERRICK,"[Breton, French]"
15165,m,Short form of PIETER.,PIET,[Dutch]
15166,m,Dutch form of PETER. This name was borne by the 16th-century Flemish painter Pieter Brueghel the Elder.,PIETER,[Dutch]
15167,f,Feminine diminutive of PIETRO.,PIETRINA,[Italian]
15168,f,Variant of PETRONELLA.,PIETRONELLA,[Dutch]
15169,f,"Derived from Finnish pihlaja meaning ""rowan tree"".",PIHLA,[Finnish]
15170,m,Hawaiian form of PETER.,PIKA,[Hawaiian]
15171,f,Diminutive of PILAR.,PILI,[Spanish]
15172,m&f,"Means ""persevere, endure"" in Chewa.",PILIRANI,"[Southern African, Chewa]"
15173,f,"Means ""cloud"" in Finnish.",PILVI,[Finnish]
15174,m,Diminutive of WILLEM.,PIM,[Dutch]
15175,f,"Means ""spring"" in Turkish.",PINAR,[Turkish]
15176,m&f,"From Chinese 平 (píng) meaning ""level, even, peaceful"". Other characters can also form this name.",PING,[Chinese]
15177,m,Short form of names ending in pino.,PINO,[Italian]
15178,m,Italian and Portuguese form of PIUS.,PIO,"[Italian, Portuguese]"
15179,m,Diminutive of PHILIP. This was the name of the main character in 'Great Expectations' (1860) by Charles Dickens.,PIP,[English]
15180,f,"From a surname which was originally given to a person who played on a pipe (a flute). It was popularized as a given name by a character from the television series 'Charmed', which debuted in 1998.",PIPER,[English (Modern)]
15181,f,Diminutive of PHILIPPA.,PIPPA,[English]
15182,m,"The name of a hobbit in 'The Lord of the Rings' (1954) by J. R. R. Tolkien. His full given name was Peregrin, a semi-translation into English of his true hobbit name Razanur meaning ""traveller"".",PIPPIN  (2),[Literature]
15183,m,Possibly derived from CIARÁN. This was the name of a 5th-century Irish monk who founded a monastery in Cornwall. He is the patron saint of Cornwall.,PIRAN,[Cornish]
15184,m,Maori form of PHILIP.,PIRIPI,[Maori]
15185,f,Finnish diminutive of PIRITTA.,PIRJO,[Finnish]
15186,m,Variant transcription of PIRUZ.,PIROOZ,[Persian]
15187,m,Variant transcription of PIRUZ.,PIROUZ,[Persian]
15188,m,Diminutive of ISTVÁN.,PISTA,[Hungarian]
15189,f,"Means ""trust, faith"" in Greek. In Greek mythology Pistis was the personification of trust.",PISTIS,[Greek Mythology]
15190,m,Modern form of PITAMBARA.,PITAMBAR,"[Indian, Hindi]"
15191,m,Frisian and Limburgish form of PETER.,PITTER,"[Frisian, Limburgish]"
15192,m,Albanian form of PETER.,PJETËR,[Albanian]
15193,f,Feminine form of Placidus (see PLACIDO).,PLACIDA,"[Late Roman, Italian]"
15194,m,Spanish and Portuguese form of Placidus (see PLACIDO).,PLÁCIDO,"[Spanish, Portuguese]"
15195,m,Latin form of PLACIDO.,PLACIDUS,[Late Roman]
15196,m,"From the Greek name Πλατων (Platon) which was derived from Greek πλατυς (platys) meaning ""broad-shouldered"". Plato was one of the most important of the Greek philosophers. He was a pupil of Socrates and a teacher of Aristotle. He constructed the theory of Forms and wrote several works, including the 'Republic'.",PLATO,[Ancient Greek (Latinized)]
15197,f,"From the medieval name Plaisance which meant ""pleasant"" in Old French.",PLEASANCE,[English (Archaic)]
15198,m,Italian and Spanish form of Plinius (see PLINY).,PLINIO,"[Italian, Spanish]"
15199,m,"From the Roman family name Plinius, which is of unknown meaning. Two 1st-century Romans are known by this name: Gaius Plinius Secundus (called Pliny the Elder), a scientist and historian who died during the eruption of Mount Vesuvius; and Caius Plinius Caecilius Secundus (called Pliny the Younger), an author and statesman.",PLINY,[History]
15200,m,Original Greek form of PLUTO.,PLOUTON,[Greek Mythology]
15201,m,"Latinized form of Greek Πλουτων (Plouton), derived from πλουτος (ploutos) meaning ""wealth"". This was an alternate name of Hades, the god of the underworld. This is also the name of a dwarf planet (formerly designated the ninth planet) in the solar system.",PLUTO,"[Greek Mythology (Latinized), Roman Mythology]"
15202,m,Armenian form of PAUL.,POGHOS,[Armenian]
15203,m,Scottish form of PAUL.,PÒL,[Scottish]
15204,f,Short form of APOLONIA.,POLA,[Polish]
15205,m,German diminutive of LEOPOLD.,POLDI,[German]
15206,f,Variant of POLLY.,POLLIE,[English]
15207,f,Medieval variant of MOLLY. The reason for the change in the initial consonant is unknown.,POLLY,[English]
15208,f,Short form of APOLONIJA.,POLONA,[Slovene]
15209,m,"From the Greek name Πολυκαρπος (Polykarpos) meaning ""fruitful, rich in fruit"", ultimately from Greek πολυς (polys) ""much"" and καρπος (karpos) ""fruit"". Saint Polycarp was a 2nd-century bishop of Smyrna who was martyred by being burned at the stake and then stabbed.",POLYCARP,[Ancient Greek (Anglicized)]
15210,f,Latinized form of POLYMNIA.,POLYHYMNIA,[Greek Mythology (Latinized)]
15211,f,"Means ""abounding in song"", derived from Greek πολυς (polys) ""much"" and ‘υμνος (hymnos) ""song, hymn"". In Greek mythology she was the goddess of dance and sacred songs, one of the nine Muses.",POLYMNIA,[Greek Mythology]
15212,f,Ancient Greek form of POLYXENA.,POLYXENE,[Greek Mythology]
15213,f,"From Latin pomus ""fruit tree"". This was the name of the Roman goddess of fruit trees.",POMONA,[Roman Mythology]
